NPs,Capping,Core_size,DLS_size,Zeta_potential,Shape,MIC,Class,Family,Species
TiO2,Capped,30,69,-33,spherical,19.7,Campylobacteria,Campylobacteraceae,Campylobacter coli 
TiO2,Capped,30,69,-33,spherical,19.7,Campylobacteria,Campylobacteraceae,Campylobacter jejuni 
TiO2,Capped,30,69,-33,spherical,19.7,Campylobacteria,Campylobacteraceae,Campylobacter jejuni 
TiO2,Capped,30,69,-33,spherical,19.7,Campylobacteria,Campylobacteraceae,Campylobacter jejuni 
TiO2,Capped,30,69,-33,spherical,19.7,Campylobacteria,Campylobacteraceae,Campylobacter jejuni 
TiO2,Capped,30,69,-33,spherical,19.7,Campylobacteria,Campylobacteraceae,Campylobacter jejuni
TiO2,Capped,30,69,-33,spherical,19.7,Campylobacteria,Campylobacteraceae,Campylobacter jejuni 
TiO2,Capped,30,69,-33,spherical,19.7,Campylobacteria,Campylobacteraceae,Campylobacter coli
TiO2,Capped,30,69,-33,spherical,39.4,Campylobacteria,Campylobacteraceae,Campylobacter coli 
TiO2,Capped,30,69,-33,spherical,39.4,Campylobacteria,Campylobacteraceae,Campylobacter coli 
TiO2,Capped,30,69,-33,spherical,19.7,Campylobacteria,Campylobacteraceae,Campylobacter coli 
TiO2,Capped,30,69,-33,spherical,39.4,Campylobacteria,Campylobacteraceae,Campylobacter coli 
TiO2,Capped,54,110,-33,spherical,102.8,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli 
TiO2,Capped,54,110,-33,spherical,308,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,54,110,-33,spherical,102.8,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
TiO2,Uncapped,21.7,42,-4,spherical,8,Gammaproteobacteria,Moraxellaceae,Acinetobacter baumannii
TiO2,Uncapped,25.6,56,-8,spherical,32,Gammaproteobacteria,Moraxellaceae,Acinetobacter baumannii
TiO2,Capped,16.8,34,10,spherical,7.8,Bacilli,Staphylococcaceae,Staphylococcus aureus
TiO2,Capped,16.8,34,10,spherical,2.34,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
TiO2,Capped,16.8,34,10,spherical,7.8,Gammaproteobacteria,Enterobacteriaceae,Proteus vulgaris
TiO2,Capped,16.8,34,10,spherical,18.75,Bacilli,Streptococcaceae,Streptococcus pyogenes
TiO2,Capped,16.8,34,10,spherical,18.75,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,16.8,34,10,spherical,9.3,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli 
TiO2,Capped,16.8,34,10,spherical,25,Gammaproteobacteria,Enterobacteriaceae,Proteus mirabilis
TiO2,Capped,17.6,46,-20,spherical,6.25,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae
TiO2,Capped,17.6,46,-20,spherical,12.5,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,12.5,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,25,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae
TiO2,Capped,17.6,46,-20,spherical,12.5,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,50,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,100,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae
TiO2,Capped,17.6,46,-20,spherical,25,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,25,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,12.5,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae
TiO2,Capped,17.6,46,-20,spherical,12.5,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,6.25,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,25,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae
TiO2,Capped,17.6,46,-20,spherical,50,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,50,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,25,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae
TiO2,Capped,17.6,46,-20,spherical,12.5,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,100,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,25,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae
TiO2,Capped,17.6,46,-20,spherical,12.5,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,12.5,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,6.25,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae
TiO2,Capped,17.6,46,-20,spherical,6.25,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,12.5,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,25,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae
TiO2,Capped,17.6,46,-20,spherical,25,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,6.25,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,25,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae
TiO2,Capped,17.6,46,-20,spherical,50,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,50,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,6.25,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae
TiO2,Capped,17.6,46,-20,spherical,12.5,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,50,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,50,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae
TiO2,Capped,17.6,46,-20,spherical,6.25,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,100,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,6.25,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,12.5,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae
TiO2,Capped,17.6,46,-20,spherical,25,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Capped,17.6,46,-20,spherical,25,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Uncapped,25,36,0.19,spherical,6.25,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli 
TiO2,Uncapped,25,36,0.19,spherical,12.5,Bacilli,Listeriaceae,Listeria monocytogenes
TiO2,Uncapped,25,36,0.19,spherical,3.125,Gammaproteobacteria,Enterobacteriaceae,Salmonella typhimurium
TiO2,Uncapped,25,36,0.19,spherical,6.25,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
TiO2,Uncapped,25,36,0.19,spherical,25,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
TiO2,Uncapped,16,31,-15,triangular,4,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli
TiO2,Uncapped,16,31,-15,triangular,8,Bacilli,Staphylococcaceae,Staphylococcus aureus
TiO2,Uncapped,20.5,66,-33,Spherical,1.6,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa
TiO2,Uncapped,20.5,66,-33,Spherical,1.6,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli
ZnO,Capped,36,43,-5,spherical,50,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,36,43,-5,spherical,25,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,36,43,-5,spherical,12.5,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,36,43,-5,spherical,200,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,36,43,-5,spherical,12.5,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,36,43,-5,spherical,12.5,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,36,43,-5,spherical,100,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,36,43,-5,spherical,100,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,36,43,-5,spherical,12.5,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,36,43,-5,spherical,25,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,36,43,-5,spherical,100,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,36,43,-5,spherical,12.5,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,36,43,-5,spherical,50,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,36,43,-5,spherical,200,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,36,43,-5,spherical,25,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,36,43,-5,spherical,25,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,36,43,-5,spherical,12.5,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,36,43,-5,spherical,50,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,36,43,-5,spherical,6.25,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,36,43,-5,spherical,6.25,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,17,34,-9,spherical,8,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli 
ZnO,Capped,17,34,-9,spherical,16,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli 
ZnO,Capped,17,34,-9,spherical,16,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli 
ZnO,Capped,9.2,22,-9,spherical,8,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli 
ZnO,Capped,9.2,22,-9,spherical,8,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli 
ZnO,Capped,9.2,22,-9,spherical,16,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli 
ZnO,Capped,20,34,12,spherical,39,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa
ZnO,Capped,20,34,12,spherical,78,Gammaproteobacteria,Moraxellaceae,Acinitobacter baumannii
ZnO,Capped,59,77,-40,spherical,11.25,Gammaproteobacteria,Moraxellaceae,Acinitobacter baumannii 
ZnO,Capped,59,77,-40,spherical,11.25,Gammaproteobacteria,Moraxellaceae,Acinitobacter baumannii 
ZnO,Capped,59,77,-40,spherical,11.25,Gammaproteobacteria,Moraxellaceae,Acinitobacter baumannii 
ZnO,Capped,59,77,-40,spherical,11.25,Gammaproteobacteria,Moraxellaceae,Acinitobacter baumannii 
ZnO,Capped,45,65,-11,spherical,1.4,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
ZnO,Capped,45,65,-11,spherical,2,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli 
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus
ZnO,Capped,11,35,-25,spherical,5,Bacilli,Staphylococcaceae,Staphylococcus aureus
ZnO,Capped,11,35,-25,spherical,1.25,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,1.25,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,1.25,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,1.25,Bacilli,Staphylococcaceae,Staphylococcus aureus
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus
ZnO,Capped,11,35,-25,spherical,1.25,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,1.25,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,1.25,Bacilli,Staphylococcaceae,Staphylococcus aureus
ZnO,Capped,11,35,-25,spherical,1.25,Bacilli,Staphylococcaceae,Staphylococcus aureus
ZnO,Capped,11,35,-25,spherical,1.25,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,0.625,Bacilli,Streptococcaceae,Streptococcus pneumoniae
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Streptococcaceae,Streptococcus pneumoniae
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Streptococcaceae,Streptococcus pneumoniae
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Streptococcaceae,Streptococcus pneumoniae 
ZnO,Capped,11,35,-25,spherical,1.25,Bacilli,Streptococcaceae,Streptococcus pneumoniae
ZnO,Capped,11,35,-25,spherical,0.625,Bacilli,Streptococcaceae,Streptococcus pneumoniae
ZnO,Capped,11,35,-25,spherical,5,Bacilli,Streptococcaceae,Streptococcus pneumoniae
ZnO,Capped,11,35,-25,spherical,1.25,Bacilli,Streptococcaceae,Streptococcus pneumoniae 
ZnO,Capped,11,35,-25,spherical,1.25,Bacilli,Streptococcaceae,Streptococcus pneumoniae 
ZnO,Capped,11,35,-25,spherical,0.625,Bacilli,Listeriaceae,Listeria monocytogenes 
ZnO,Capped,11,35,-25,spherical,1.25,Bacilli,Listeriaceae,Listeria monocytogenes 
ZnO,Capped,11,35,-25,spherical,0.625,Bacilli,Listeriaceae,Listeria monocytogenes 
ZnO,Capped,11,35,-25,spherical,2.5,Gammaproteobacteria,Listeriaceae,Listeria monocytogenes 
ZnO,Capped,11,35,-25,spherical,0.625,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,2.5,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,2.5,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,5,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,0.625,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,0.625,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,2.5,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,2.5,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,0.625,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,1.25,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,0.625,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,1.25,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,0.625,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,1.25,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
ZnO,Capped,11,35,-25,spherical,2.5,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae
ZnO,Capped,11,35,-25,spherical,2.5,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
ZnO,Capped,11,35,-25,spherical,1.25,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
ZnO,Capped,11,35,-25,spherical,5,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae
ZnO,Capped,11,35,-25,spherical,0.625,Bacilli,Enterobacteriaceae,Klebsiella pneumoniae 
ZnO,Capped,11,35,-25,spherical,10,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,10,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,10,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,10,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,10,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,10,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,10,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,0.625,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,1.25,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,1.25,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,0.625,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,1.25,Bacilli,Staphylococcaceae,Staphylococcus aureus 
ZnO,Capped,11,35,-25,spherical,5,Bacilli,Streptococcaceae,Streptococcus pneumoniae 
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Streptococcaceae,Streptococcus pneumoniae
ZnO,Capped,11,35,-25,spherical,1.25,Bacilli,Streptococcaceae,Streptococcus pneumoniae
ZnO,Capped,11,35,-25,spherical,5,Bacilli,Streptococcaceae,Streptococcus pneumoniae 
ZnO,Capped,11,35,-25,spherical,1.25,Bacilli,Streptococcaceae,Streptococcus pneumoniae 
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Streptococcaceae,Streptococcus pneumoniae
ZnO,Capped,11,35,-25,spherical,2.5,Bacilli,Streptococcaceae,Streptococcus pneumoniae
ZnO,Capped,11,35,-25,spherical,1.25,Bacilli,Streptococcaceae,Streptococcus pneumoniae 
ZnO,Capped,11,35,-25,spherical,0.625,Bacilli,Streptococcaceae,Streptococcus pneumoniae 
ZnO,Capped,11,35,-25,spherical,1.25,Bacilli,Streptococcaceae,Streptococcus pneumoniae 
ZnO,Capped,11,35,-25,spherical,0.625,Bacilli,Streptococcaceae,Streptococcus pneumoniae 
ZnO,Capped,11,35,-25,spherical,0.625,Bacilli,Streptococcaceae,Streptococcus pneumoniae 
ZnO,Capped,11,35,-25,spherical,0.625,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,2.5,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,0.625,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,5,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,0.625,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,2.5,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,2.5,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,1.25,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,0.625,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,0.625,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,2.5,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
ZnO,Capped,11,35,-25,spherical,1.25,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
IO,Capped,50,65,-32,spherical,32,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli 
IO,Capped,50,65,-32,spherical,32,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
IO,Capped,21,63,11,spherical,60,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli 
IO,Capped,21,63,11,spherical,60,Bacilli,Staphylococcaceae,Staphylococcus aureus 
IO,Capped,21,63,11,spherical,60,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
IO,Capped,21,63,11,spherical,80,Gammaproteobacteria,Moraxellaceae,Acinitobacter baumannii
IO,Capped,21,63,11,spherical,80,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
IO,Uncapped,79,87,23,spherical,60,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli 
IO,Uncapped,79,87,23,spherical,60,Bacilli,Staphylococcaceae,Staphylococcus aureus 
IO,Uncapped,79,87,23,spherical,80,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa 
IO,Uncapped,79,87,23,spherical,80,Gammaproteobacteria,Moraxellaceae,Acinitobacter baumannii
IO,Uncapped,79,87,23,spherical,80,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae 
